location,area_sqft,bedrooms,bathrooms,balconies,age_years,distance_to_it_hub_km,nearest_metro_km,parking_spaces,amenity_score,price_lakh
Jayanagar,797,3,3,1,11,12.88,1.51,1,83.9,163.61
Electronic City,955,3,3,0,14,11.72,6.17,3,48.9,112.15
Electronic City,1533,3,2,2,25,4.4,7.32,1,96.3,129.81
Hebbal,773,2,3,2,24,21.17,,1,73.6,62.05
HSR Layout,2330,3,3,0,2,1.59,11.52,1,64.1,277.81
Jayanagar,1678,3,2,3,2,7.05,9.57,3,81.1,247.65
Sarjapur Road,1319,3,3,1,5,13.24,,1,51.9,120.9
HSR Layout,1488,2,3,2,2,24.3,7.62,2,62.9,153.5
Hebbal,928,1,1,1,8,19.76,1.89,0,42.0,75.25
Koramangala,850,3,2,2,10,9.53,10.5,1,92.7,159.69
Jayanagar,950,2,3,2,7,17.99,1.36,0,65.5,144.21
Whitefield,1580,4,5,0,3,23.32,,0,85.5,179.26
Bellandur,1340,3,2,2,21,13.7,9.97,1,95.0,156.16
Sarjapur Road,951,1,2,1,23,11.82,5.84,0,79.2,87.0
Jayanagar,1812,3,3,1,19,14.05,7.9,0,62.5,204.98
JP Nagar,1091,2,3,0,14,8.13,3.1,1,77.2,132.01
Koramangala,820,1,2,2,28,22.73,4.74,2,61.6,44.43
JP Nagar,1380,3,2,1,4,20.03,2.77,1,74.0,180.3
Electronic City,687,1,2,3,6,17.78,6.43,1,65.9,30.93
Electronic City,474,2,1,0,7,14.93,3.96,1,49.0,76.3
HSR Layout,1197,2,2,3,6,24.25,,1,86.8,129.43
Whitefield,836,1,2,1,7,7.79,5.42,3,69.8,100.31
Sarjapur Road,1043,2,3,3,3,7.44,10.5,3,51.4,163.93
Yelahanka,705,1,1,0,0,6.43,6.67,2,93.5,52.72
Koramangala,2333,5,4,3,21,18.67,9.72,1,91.2,298.72
Koramangala,834,2,3,1,4,20.03,10.21,0,73.5,153.1
Jayanagar,946,2,1,3,10,15.13,3.1,2,98.2,142.02
HSR Layout,1477,2,3,3,3,16.47,9.38,2,95.6,204.02
Electronic City,563,1,1,3,1,9.05,7.85,2,93.8,113.79
HSR Layout,540,2,3,2,16,1.47,,1,48.0,97.59
Bellandur,1480,3,3,1,24,6.71,1.25,3,57.7,185.59
Jayanagar,940,1,1,3,11,14.82,,3,64.6,117.58
Jayanagar,731,1,1,1,1,20.42,2.03,0,89.9,97.94
Sarjapur Road,1672,2,1,3,8,19.54,9.83,0,92.3,166.43
Whitefield,768,2,1,0,5,4.9,11.23,1,85.1,140.25
Hebbal,1032,3,2,0,28,1.76,5.84,1,68.3,119.46
Indiranagar,733,1,2,0,5,21.34,5.4,2,49.7,86.63
Hebbal,1418,3,3,3,17,2.35,5.97,2,42.1,142.94
Marathahalli,2497,5,6,1,21,10.14,0.99,0,82.0,238.21
Marathahalli,431,1,1,0,2,2.81,3.0,2,99.6,92.38
Jayanagar,1277,2,2,2,14,14.32,11.3,2,60.7,154.79
HSR Layout,1922,5,5,0,6,9.4,4.27,1,74.1,222.8
Bellandur,952,2,3,0,12,5.46,7.18,2,88.6,141.11
Sarjapur Road,644,1,1,2,9,15.08,7.86,1,51.2,76.97
Yelahanka,1513,3,4,0,3,9.4,,1,89.8,162.67
Marathahalli,2082,4,4,3,15,4.59,3.01,1,77.5,233.17
Sarjapur Road,1958,4,5,3,8,17.65,10.7,1,74.2,217.74
Jayanagar,1468,2,2,0,20,21.0,4.82,0,85.7,169.37
Whitefield,1266,2,1,1,27,7.21,11.08,2,54.5,95.26
JP Nagar,732,2,1,1,9,5.07,,2,76.9,100.59
Hebbal,1931,3,4,0,18,2.34,1.43,0,54.4,216.64
Bellandur,1873,3,2,2,16,13.43,0.82,2,50.8,136.84
Electronic City,642,1,1,3,0,20.87,11.61,4,77.4,45.62
Sarjapur Road,1466,3,3,3,12,6.64,1.63,3,56.2,157.23
Whitefield,1718,3,2,3,3,11.79,6.59,1,82.9,189.04
Yelahanka,1949,4,3,0,14,4.44,6.42,2,70.9,161.27
Indiranagar,1152,2,1,3,25,10.4,4.94,2,81.7,135.95
Hebbal,749,1,2,0,9,0.88,5.13,1,93.5,151.45
Electronic City,910,2,3,0,19,22.81,5.81,1,48.3,51.64
Hebbal,690,1,1,1,8,17.08,1.37,0,44.0,33.93
Jayanagar,1167,3,4,2,7,8.65,9.53,1,64.0,131.04
Indiranagar,1048,3,4,2,19,22.09,4.65,1,83.0,183.21
Hebbal,3904,6,6,2,5,4.98,3.09,2,93.2,422.16
Yelahanka,1963,4,4,3,22,2.43,3.96,1,42.1,143.28
Whitefield,2045,3,2,1,9,23.59,7.42,1,87.6,203.05
Marathahalli,1555,3,2,1,23,8.07,9.35,2,44.5,145.51
Indiranagar,980,2,3,0,19,23.43,2.01,0,74.8,128.1
Jayanagar,1031,1,1,1,16,16.12,7.19,1,60.6,103.8
Electronic City,1085,1,2,0,4,24.51,5.18,2,41.1,61.76
HSR Layout,1331,3,4,1,13,18.96,10.37,0,45.8,149.26
Koramangala,1486,4,4,0,16,3.08,11.4,2,61.2,193.62
Sarjapur Road,1200,3,3,3,10,21.38,8.21,3,97.2,144.7
Hebbal,1023,1,1,1,26,4.12,7.16,2,49.3,70.86
Marathahalli,866,1,1,2,3,17.46,9.41,2,56.3,87.71
Indiranagar,558,1,2,0,22,12.76,6.05,4,99.6,141.13
Hebbal,2431,4,5,1,22,17.84,0.85,0,68.8,234.43
JP Nagar,4036,6,7,1,16,19.24,,2,55.7,352.29
Sarjapur Road,2321,5,5,0,24,20.19,,0,77.0,186.48
HSR Layout,600,1,1,1,1,20.96,1.99,0,66.2,79.82
Yelahanka,1850,4,5,2,20,21.26,2.71,0,91.5,172.65
Koramangala,2107,4,3,0,21,10.61,2.92,0,40.5,226.05
Whitefield,961,2,1,0,0,22.29,8.84,0,99.8,106.1
Hebbal,1570,2,1,0,29,18.13,6.32,1,44.0,94.76
HSR Layout,934,2,2,0,27,21.05,,0,72.2,111.44
HSR Layout,2782,4,4,0,17,24.74,10.09,1,81.8,306.21
Yelahanka,1467,3,4,2,6,3.35,,1,73.0,149.88
Bellandur,725,2,3,0,21,9.58,8.85,0,58.0,86.14
Yelahanka,1734,4,4,2,5,20.26,11.26,2,91.3,167.96
Hebbal,2148,4,4,2,5,2.61,3.27,0,65.8,265.26
Bellandur,1338,1,1,2,13,13.75,,4,58.0,142.25
Bellandur,1562,3,3,0,29,21.53,9.17,1,86.1,174.27
Marathahalli,1155,3,3,2,22,0.97,6.25,0,48.8,127.83
Marathahalli,643,1,1,0,25,23.52,5.94,2,52.3,75.86
Electronic City,1104,2,2,2,11,24.46,11.16,1,55.2,93.11
Indiranagar,1600,3,2,0,13,8.4,3.07,1,66.1,220.42
Indiranagar,1118,3,4,1,13,19.29,7.9,1,41.2,170.09
Jayanagar,1864,5,4,1,11,3.62,11.65,3,99.5,339.21
Whitefield,967,2,2,2,8,19.44,2.8,2,76.0,101.25
Indiranagar,1003,1,1,3,8,12.3,,0,98.2,162.48
Marathahalli,1895,3,4,3,1,21.58,11.71,0,88.4,193.72
Electronic City,1356,3,4,1,17,5.71,0.62,1,48.1,112.49
Electronic City,957,1,2,2,4,16.98,7.63,0,52.5,94.71
Bellandur,2119,4,3,2,25,19.76,4.97,0,42.1,167.64
Jayanagar,822,1,2,2,22,5.46,9.3,0,90.0,119.63
Yelahanka,805,1,1,3,11,20.55,4.01,0,75.6,75.16
Whitefield,400,1,1,1,13,23.97,4.6,0,52.9,59.28
Hebbal,885,2,2,2,27,15.59,6.28,2,98.2,98.46
Bellandur,2465,3,2,1,12,19.73,4.28,1,84.2,205.35
Yelahanka,400,1,2,1,2,13.55,3.26,0,82.3,64.88
Indiranagar,711,2,3,0,14,15.15,,1,56.0,85.06
Jayanagar,1528,3,4,3,14,0.83,10.91,1,58.8,202.01
Bellandur,400,1,2,1,2,13.35,4.24,1,80.1,79.83
Sarjapur Road,906,3,3,0,19,14.6,10.81,3,75.6,133.8
Indiranagar,2247,4,3,3,18,16.92,2.62,2,78.8,272.46
Yelahanka,3691,6,7,2,14,4.65,8.13,1,92.7,302.52
Whitefield,1408,2,2,2,18,6.41,8.99,0,49.6,116.73
Hebbal,721,1,1,0,7,19.02,1.51,1,47.0,46.98
Yelahanka,708,1,1,2,22,4.61,6.62,1,73.9,75.37
Bellandur,1300,3,4,0,12,10.69,0.35,1,70.0,167.01
Bellandur,1401,2,1,0,22,6.64,11.15,2,64.2,136.48
Hebbal,3334,6,7,2,29,13.86,6.39,0,94.3,352.9
HSR Layout,2047,3,2,3,9,24.68,0.63,2,73.5,188.49
Whitefield,1257,2,3,0,1,21.37,8.26,2,74.0,143.14
JP Nagar,998,1,2,3,10,7.1,10.65,0,62.0,122.46
Indiranagar,6000,6,5,3,24,9.53,8.9,1,60.6,669.71
Electronic City,1694,3,4,0,28,23.01,1.78,0,99.3,101.4
Hebbal,831,1,1,3,21,22.51,6.57,1,77.4,91.78
Whitefield,1061,2,1,0,29,4.43,,2,89.5,132.61
Electronic City,741,3,4,2,18,20.82,9.65,1,66.8,103.86
Whitefield,400,1,2,2,8,7.79,0.39,1,51.5,44.28
Whitefield,1425,3,2,2,8,13.82,3.55,2,59.5,154.9
Yelahanka,3198,5,5,2,5,0.62,10.64,3,60.8,257.92
Whitefield,489,1,1,2,28,24.97,3.25,1,73.9,25.0
HSR Layout,1237,2,2,3,9,19.15,5.78,1,49.3,127.63
JP Nagar,813,2,2,3,21,6.42,8.42,2,63.2,72.44
Bellandur,1599,2,1,3,23,17.25,11.83,0,46.0,116.45
Koramangala,1091,2,1,1,7,7.69,5.23,4,69.8,168.65
Electronic City,568,1,1,1,14,2.69,6.14,0,96.8,74.46
Bellandur,700,1,1,0,5,10.92,6.79,1,60.3,88.61
Koramangala,760,2,1,1,6,15.54,2.96,0,43.0,67.47
JP Nagar,2514,4,3,2,19,2.7,4.55,0,76.5,235.86
JP Nagar,2444,5,6,2,16,13.2,5.33,2,78.1,292.52
Electronic City,1011,1,2,2,3,13.11,0.43,2,68.8,89.67
Electronic City,2358,4,5,0,7,15.9,0.29,2,63.8,188.56
JP Nagar,1091,2,1,0,27,6.49,2.85,0,93.6,108.95
Koramangala,1003,1,1,0,12,1.01,6.24,0,96.3,184.97
Hebbal,1238,3,2,0,23,8.46,11.48,2,80.4,159.54
Whitefield,1404,2,2,3,13,10.27,11.68,1,70.1,126.6
Indiranagar,884,3,3,0,17,16.08,7.84,0,44.1,123.46
Jayanagar,1215,1,2,0,22,23.29,9.96,0,58.1,115.94
Sarjapur Road,1850,4,4,1,28,5.48,10.83,0,57.1,188.85
Jayanagar,1289,2,2,3,16,17.34,,0,43.5,140.66
Bellandur,1229,2,2,2,17,2.89,6.62,0,90.6,187.85
Yelahanka,1575,2,3,1,13,5.17,8.51,1,92.0,124.86
Bellandur,1732,3,4,0,23,12.97,0.24,1,94.7,200.56
Yelahanka,1159,3,3,2,10,17.86,7.85,2,84.5,104.33
Koramangala,925,1,1,2,9,21.53,5.23,1,82.6,104.65
Yelahanka,1332,2,3,2,12,18.73,7.81,1,68.7,109.79
Electronic City,499,1,1,1,28,0.88,8.39,1,91.4,54.18
Hebbal,1069,1,1,3,19,17.26,1.36,1,70.6,98.43
Indiranagar,400,1,1,3,15,20.7,10.52,3,41.8,71.57
Indiranagar,477,1,2,2,13,13.38,2.27,2,75.1,117.25
Electronic City,440,2,1,0,2,24.16,0.32,2,63.4,27.46
Hebbal,2135,4,5,3,29,0.61,5.27,1,71.3,214.73
HSR Layout,1209,3,3,3,17,20.56,1.26,1,66.4,136.94
Jayanagar,599,1,2,0,26,8.7,11.48,0,69.8,69.15
Koramangala,1572,4,3,1,5,16.44,3.55,1,46.5,210.55
Jayanagar,2067,4,5,1,19,17.49,,1,40.9,198.68
HSR Layout,1587,4,5,0,2,8.0,3.29,1,60.4,220.74
HSR Layout,1082,1,1,1,18,24.89,3.54,1,55.3,88.07
Bellandur,1364,2,1,2,25,3.03,0.94,1,55.0,131.75
JP Nagar,1970,4,5,3,2,4.35,6.57,1,96.2,255.46
Bellandur,927,2,2,1,11,22.36,0.41,0,89.1,143.69
JP Nagar,1220,2,2,2,7,3.42,9.01,0,40.8,125.12
Sarjapur Road,1042,3,3,2,24,9.84,9.26,0,40.5,115.33
Yelahanka,494,1,1,2,24,18.46,4.92,1,86.6,28.4
Hebbal,1987,4,4,2,4,19.89,11.66,1,99.1,226.26
JP Nagar,3720,6,7,2,16,23.89,9.43,1,67.9,320.03
Jayanagar,742,3,4,0,9,19.84,1.65,1,66.0,137.97
Electronic City,2038,3,2,3,20,21.19,11.76,1,56.5,150.29
Bellandur,755,1,2,3,16,23.76,10.17,2,80.0,98.14
Hebbal,1291,2,1,0,8,14.07,8.51,0,68.3,131.02
Koramangala,2750,5,4,0,12,8.91,,2,50.1,298.97
Hebbal,901,2,1,2,9,19.16,7.34,2,68.9,114.46
Yelahanka,1190,3,4,1,28,4.51,11.88,2,62.6,119.88
Sarjapur Road,446,1,1,3,7,2.17,,2,93.4,123.39
JP Nagar,833,1,1,1,6,19.74,2.16,4,86.3,114.02
Sarjapur Road,421,1,1,3,1,23.79,3.67,2,82.1,69.98
Koramangala,1519,3,2,2,1,11.34,4.63,1,59.6,214.51
HSR Layout,1896,4,5,1,29,4.45,3.93,2,48.4,231.01
Indiranagar,1062,3,2,3,3,12.68,0.56,0,91.9,218.1
Koramangala,1404,4,5,3,8,10.14,,1,60.6,214.72
Marathahalli,1003,2,2,2,29,9.63,0.26,0,75.6,75.22
Koramangala,1803,3,4,1,24,15.89,8.21,2,75.4,234.69
Sarjapur Road,1289,3,3,2,13,4.78,8.04,2,95.7,174.74
Hebbal,403,2,3,1,23,9.82,1.0,3,50.3,66.06
Electronic City,2012,4,3,1,10,21.78,,0,86.3,189.8
Bellandur,969,3,2,3,20,18.38,3.54,0,67.8,103.47
Electronic City,597,2,3,0,29,1.86,5.55,0,50.5,72.49
Sarjapur Road,943,2,2,1,6,13.09,4.43,1,90.1,149.17
Bellandur,422,1,1,1,27,2.74,9.88,1,89.2,88.18
Marathahalli,603,1,1,2,24,23.96,10.62,0,42.4,25.0
Indiranagar,1298,3,4,1,18,6.49,2.63,1,82.6,216.11
Yelahanka,1359,2,3,1,3,23.35,1.63,0,49.2,96.09
Jayanagar,1420,3,4,1,1,20.93,10.1,1,76.6,203.09
Sarjapur Road,1202,3,4,1,24,14.01,6.12,1,78.6,143.58
Hebbal,820,2,2,1,22,8.74,4.03,2,79.9,104.27
JP Nagar,1165,3,3,0,21,21.52,0.81,1,47.2,109.97
Sarjapur Road,944,2,3,3,20,4.24,,0,75.9,182.83
Sarjapur Road,491,1,2,1,27,4.91,2.65,1,46.0,58.06
Bellandur,785,1,1,2,22,6.01,0.64,0,84.7,90.09
Whitefield,1957,3,3,2,18,15.14,5.45,2,43.8,189.97
Koramangala,2875,5,4,1,20,8.2,,3,85.5,353.13
Hebbal,1717,2,3,1,17,24.73,2.22,3,93.0,199.15
Whitefield,2805,4,3,1,20,5.28,7.89,3,57.9,252.86
Marathahalli,1258,3,3,0,6,20.24,2.43,1,86.7,150.38
JP Nagar,3129,6,6,3,10,2.85,0.44,1,65.1,318.46
Indiranagar,3715,6,7,2,9,9.16,1.96,2,87.9,517.57
HSR Layout,463,1,1,0,10,6.47,7.13,0,81.2,95.59
Marathahalli,1355,2,2,0,22,24.43,7.7,0,57.3,110.8
HSR Layout,1258,2,1,1,8,1.13,10.4,1,51.6,146.87
Hebbal,950,3,2,3,2,18.18,0.94,0,94.9,168.99
Hebbal,1573,2,1,1,23,6.57,11.44,3,90.3,184.99
HSR Layout,1227,2,1,2,4,20.38,6.36,0,79.6,102.95
Hebbal,801,1,1,3,22,8.12,3.1,0,61.0,90.69
Indiranagar,1183,2,3,1,0,5.09,4.51,1,70.6,163.69
Electronic City,2328,5,6,2,0,17.48,0.86,1,73.5,193.18
Whitefield,1327,1,1,0,19,6.81,1.5,1,45.2,100.61
Sarjapur Road,1694,3,4,2,4,12.4,10.61,1,98.3,168.46
Yelahanka,1030,2,2,2,28,3.72,1.45,2,45.5,69.96
HSR Layout,1539,4,3,2,25,18.25,,4,83.3,190.16
JP Nagar,617,1,2,3,18,10.47,7.26,4,69.6,87.99
Marathahalli,912,1,2,0,5,3.94,4.72,0,85.6,101.1
Electronic City,1134,1,1,3,2,18.67,4.99,0,55.7,87.92
HSR Layout,595,2,2,0,20,3.03,1.62,4,63.7,133.93
Electronic City,760,1,1,1,26,14.58,0.72,0,71.5,55.93
Electronic City,1426,1,1,1,12,15.38,10.42,1,47.2,84.05
HSR Layout,1289,2,1,2,16,23.29,4.8,1,91.1,146.91
Bellandur,1870,5,6,2,2,4.2,1.5,0,99.5,247.42
Koramangala,862,2,3,3,22,16.51,2.56,1,65.1,138.41
JP Nagar,1239,2,2,0,2,9.83,1.41,3,62.6,164.83
Sarjapur Road,829,2,3,0,20,10.32,5.84,1,75.6,137.54
Sarjapur Road,1769,4,5,0,22,12.79,9.68,0,81.3,194.15
JP Nagar,2310,3,4,2,12,6.23,,0,92.1,225.8
Bellandur,1565,3,3,2,1,11.8,7.51,4,62.4,205.73
Hebbal,2151,4,5,0,2,17.33,8.17,2,85.9,221.33
Sarjapur Road,1222,2,3,2,19,11.7,8.6,0,54.4,135.55
Electronic City,1869,4,5,0,15,1.54,7.35,0,80.8,191.17
Indiranagar,1251,2,1,3,20,6.82,6.74,1,68.0,167.03
Marathahalli,683,1,1,1,11,9.11,5.84,0,79.7,77.45
Whitefield,1374,1,2,0,24,9.19,,1,62.8,114.04
Sarjapur Road,694,2,3,2,8,2.48,4.13,0,57.7,125.64
JP Nagar,4344,6,7,3,15,11.51,6.15,1,69.2,366.65
Indiranagar,999,2,3,2,3,17.45,5.85,2,93.7,195.35
HSR Layout,1711,4,5,2,29,1.69,3.97,1,80.5,243.07
Koramangala,1192,2,3,2,24,18.9,3.75,0,76.7,124.47
JP Nagar,609,1,1,0,19,23.9,5.46,0,83.2,87.18
Hebbal,422,1,1,3,17,0.73,9.68,0,83.7,113.15
Electronic City,1812,3,4,0,25,5.25,3.12,1,57.7,138.08
Koramangala,2814,5,6,1,0,13.82,10.18,0,54.0,350.41
Marathahalli,801,2,3,0,6,5.84,8.74,1,70.5,96.0
Marathahalli,482,1,1,1,19,19.23,3.29,0,48.9,25.0
Bellandur,1003,3,4,3,11,8.15,0.36,2,68.5,122.17
Yelahanka,717,1,2,3,7,7.69,,0,81.6,87.47
Bellandur,839,1,1,0,7,0.52,10.62,1,40.4,72.49
Hebbal,1679,4,5,0,27,7.12,9.72,0,46.7,158.23
Indiranagar,1167,2,2,2,23,5.83,4.68,0,97.7,201.5
Koramangala,760,3,3,1,21,8.91,0.93,0,95.7,161.46
Yelahanka,1659,3,4,2,8,4.12,9.77,0,65.1,136.2
HSR Layout,1732,3,2,2,13,15.07,3.21,0,75.4,164.22
Electronic City,997,1,1,3,19,6.35,11.45,1,49.3,90.39
Koramangala,1295,3,4,0,4,20.88,6.37,1,59.9,185.69
Bellandur,1598,3,3,3,19,7.47,8.64,0,87.6,206.23
Whitefield,1517,2,2,0,20,5.67,5.65,2,91.4,184.56
Jayanagar,1227,2,2,3,1,1.89,0.53,0,64.3,187.55
Yelahanka,2639,4,5,3,20,18.63,0.95,1,58.7,186.45
Yelahanka,1653,3,2,3,9,12.95,11.72,1,80.9,135.2
Hebbal,937,1,1,1,23,3.29,5.06,1,83.1,127.68
Electronic City,940,3,3,3,8,5.92,2.36,1,99.0,119.92
Sarjapur Road,883,1,2,1,6,24.97,8.7,3,81.8,102.24
Marathahalli,1699,3,2,3,22,20.25,10.61,1,54.4,103.8
Marathahalli,852,1,1,0,29,9.07,3.35,1,43.6,69.8
Whitefield,950,2,3,1,21,13.79,,3,55.5,104.41
Indiranagar,2147,4,3,0,17,10.69,3.1,0,53.6,248.95
Hebbal,1333,3,4,0,25,1.39,9.91,3,45.6,155.41
Indiranagar,2320,3,3,0,11,19.58,1.22,2,66.7,273.98
HSR Layout,1861,3,4,1,10,18.07,4.6,2,57.3,229.52
Koramangala,628,2,2,2,9,10.52,4.68,1,95.5,138.92
Jayanagar,1134,3,4,1,12,21.22,7.72,3,64.2,158.73
JP Nagar,2068,2,2,2,8,13.6,2.3,1,92.6,214.88
Sarjapur Road,613,1,1,1,15,2.1,5.81,3,58.4,79.26
Bellandur,1512,2,3,3,29,6.86,6.71,0,89.9,193.36
JP Nagar,1174,2,2,2,20,11.81,,1,67.3,122.9
JP Nagar,457,1,1,3,21,3.03,6.41,1,41.9,25.0
Hebbal,1282,4,5,2,16,14.49,1.76,2,69.2,172.11
Yelahanka,757,1,1,1,4,3.45,,2,53.6,118.8
Whitefield,631,1,1,1,5,5.41,11.1,1,58.4,76.1
Marathahalli,1206,3,3,2,9,22.4,11.76,3,81.1,143.02
HSR Layout,415,1,1,3,10,25.0,2.17,0,71.8,39.98
Indiranagar,828,2,3,0,1,13.98,9.07,3,93.3,178.36
Jayanagar,4882,6,6,2,6,15.68,3.16,1,96.2,550.58
Hebbal,1716,4,3,2,13,20.04,10.03,2,81.5,209.03
Whitefield,739,1,1,3,3,17.56,1.34,0,91.8,103.73
Yelahanka,2598,5,6,0,4,4.97,5.36,2,51.7,223.32
Bellandur,695,3,2,2,18,10.59,7.23,2,44.8,88.8
HSR Layout,885,1,2,0,20,13.61,10.26,2,60.0,98.47
Hebbal,638,2,3,0,27,9.31,,1,59.5,102.95
Yelahanka,1381,2,2,1,19,4.81,,1,79.9,123.35
Jayanagar,2547,5,4,3,27,18.53,11.61,2,90.4,302.6
Marathahalli,693,1,1,2,29,5.37,7.73,2,57.8,48.47
Marathahalli,400,1,1,2,9,6.88,7.97,0,65.5,49.43
Hebbal,2187,3,3,0,5,7.52,10.69,1,46.3,241.06
Marathahalli,2820,6,7,2,1,4.46,3.98,1,64.8,311.78
Whitefield,401,2,1,0,2,21.31,5.1,2,52.9,63.35
Whitefield,1546,3,2,2,27,15.46,11.82,1,62.9,157.1
Indiranagar,1359,2,1,3,14,20.95,0.4,3,56.0,165.7
Hebbal,778,1,1,2,9,12.6,10.43,0,88.5,111.5
Indiranagar,557,1,1,0,16,13.23,10.14,1,40.2,54.8
Hebbal,2070,3,4,0,6,15.6,3.3,1,60.3,212.57
Bellandur,1324,2,1,2,24,9.59,,1,98.2,131.6
Hebbal,1380,4,3,2,1,12.67,4.1,0,80.7,172.09
Jayanagar,852,1,2,0,6,13.9,7.62,1,86.3,113.85
HSR Layout,772,2,2,1,14,23.86,5.47,2,91.6,138.31
Electronic City,400,1,1,1,2,22.13,1.4,0,61.7,39.7
Electronic City,1059,1,1,2,4,3.67,,1,44.0,100.55
Yelahanka,2648,3,3,3,21,1.51,6.63,1,64.6,188.49
Marathahalli,735,2,1,2,7,17.17,5.89,0,79.2,86.38
HSR Layout,519,2,3,3,3,1.71,10.58,4,62.2,123.76
JP Nagar,1525,3,4,2,17,1.98,,0,66.9,154.87
Whitefield,1688,4,5,0,18,4.4,6.93,1,89.5,193.42
Koramangala,869,1,1,2,7,9.12,10.61,1,42.2,78.25
Sarjapur Road,991,3,3,3,22,11.16,4.25,1,60.1,117.36
Bellandur,1387,3,4,3,5,13.22,9.56,0,69.3,186.27
Marathahalli,1102,1,1,2,4,24.81,6.27,2,58.0,80.69
Marathahalli,2080,4,4,2,26,9.94,2.06,3,66.7,207.0
Jayanagar,4585,6,5,1,4,6.45,0.68,3,64.1,494.42
Marathahalli,469,1,2,2,16,14.59,8.78,0,95.4,90.19
Whitefield,2360,4,4,2,29,5.77,3.29,1,69.6,223.53
Whitefield,1272,1,1,0,5,23.54,9.83,2,68.6,133.7
Sarjapur Road,2575,5,5,3,12,6.85,2.43,2,55.3,249.86
Hebbal,1787,2,3,1,8,24.75,6.9,2,42.8,178.98
JP Nagar,1241,3,4,0,23,10.76,1.3,2,58.0,110.59
HSR Layout,1823,2,3,2,11,20.41,8.88,1,41.6,165.32
Marathahalli,966,1,1,3,9,16.38,9.24,4,89.6,103.26
Electronic City,784,1,1,2,0,23.37,11.02,1,52.3,68.57
Indiranagar,1874,3,3,2,10,15.82,6.82,0,94.7,245.02
Jayanagar,754,3,3,2,28,14.74,,1,93.2,113.84
Jayanagar,1709,2,3,2,5,16.49,9.97,2,79.9,198.07
Electronic City,1220,3,2,3,2,19.77,3.9,0,91.8,114.58
Yelahanka,400,1,2,0,5,22.52,,1,92.7,51.14
Electronic City,875,2,3,2,8,7.04,11.74,0,86.6,81.93
Yelahanka,1443,4,3,2,21,5.42,1.76,2,70.5,148.68
Koramangala,960,2,3,1,7,1.34,1.18,0,97.0,205.17
Indiranagar,400,1,2,1,29,9.57,,0,89.1,50.79
Jayanagar,2481,3,3,3,14,21.23,,0,47.6,250.48
Electronic City,1317,1,1,2,21,2.21,7.11,0,65.2,88.93
Koramangala,1532,4,3,2,5,13.69,,1,72.4,217.07
Hebbal,925,1,1,2,22,17.52,11.18,0,71.8,83.81
Bellandur,1607,2,1,3,10,21.0,6.75,0,62.8,132.33
HSR Layout,3292,5,5,3,28,14.79,8.3,2,71.9,315.31
Koramangala,801,2,3,2,9,5.06,7.44,2,45.6,123.8
HSR Layout,3002,5,4,2,10,24.13,2.26,2,79.3,310.14
Electronic City,1494,1,1,3,3,2.82,5.35,3,69.9,135.4
JP Nagar,744,2,3,2,28,19.34,8.24,3,87.3,86.19
Hebbal,4052,6,7,0,12,2.62,7.4,2,81.6,416.51
Koramangala,1488,4,3,0,7,4.01,2.74,0,46.8,219.55
Indiranagar,1741,4,3,3,19,22.51,10.94,2,61.0,221.2
Electronic City,1035,1,1,0,14,18.95,9.45,3,84.2,61.68
Marathahalli,774,3,3,1,6,9.45,1.01,3,60.2,116.3
Whitefield,1316,3,2,2,0,16.15,4.26,1,74.0,169.75
Koramangala,2864,5,4,1,27,11.7,11.95,2,97.7,360.58
Indiranagar,1012,1,2,1,24,2.13,4.8,3,44.8,161.24
Bellandur,1182,2,3,1,25,18.17,8.03,0,51.4,68.87
Marathahalli,2673,4,4,0,8,19.2,1.39,0,68.8,219.38
Bellandur,1017,2,3,2,22,22.12,3.87,0,84.3,142.51
Electronic City,1589,4,3,2,7,13.75,10.61,1,59.8,157.05
Whitefield,1944,4,3,3,1,16.99,6.22,2,47.0,166.3
Koramangala,1077,1,1,1,25,11.23,9.94,0,58.9,117.81
Koramangala,1423,3,4,0,13,8.31,0.29,0,78.7,206.78
JP Nagar,1726,3,4,1,29,10.59,8.06,1,87.6,196.29
Jayanagar,963,2,3,1,11,22.84,3.74,1,98.6,138.32
JP Nagar,1879,3,3,2,25,4.52,10.36,2,85.7,220.27
Electronic City,888,2,3,3,22,6.59,11.34,0,69.5,92.63
Electronic City,828,1,2,0,16,15.35,8.31,0,57.6,67.79
Whitefield,518,1,2,2,18,3.35,1.92,2,95.7,127.37
JP Nagar,910,1,1,1,5,22.35,5.72,0,72.1,88.58
Indiranagar,766,1,1,2,20,1.66,5.68,0,81.3,116.05
Indiranagar,963,2,1,1,4,19.01,10.0,2,68.3,125.47
Whitefield,1680,4,4,0,24,9.66,5.64,3,54.5,194.33
Hebbal,464,1,2,2,5,1.75,,0,72.8,59.82
Jayanagar,405,1,1,2,2,21.15,7.41,3,90.4,78.69
Indiranagar,795,2,3,2,15,16.19,7.84,0,63.0,174.65
Yelahanka,1547,2,3,2,17,0.72,9.76,1,80.1,137.45
HSR Layout,1407,3,3,2,13,7.05,,2,42.5,172.86
Whitefield,788,1,2,0,24,9.13,10.7,0,96.2,83.94
Whitefield,2283,4,3,3,14,8.4,7.6,1,98.2,254.37
Sarjapur Road,835,2,2,0,25,12.71,6.39,1,63.2,96.61
Marathahalli,1548,3,3,2,29,13.41,9.65,0,69.9,132.01
