location,area_sqft,bedrooms,bathrooms,balconies,age_years,distance_to_it_hub_km,nearest_metro_km,parking_spaces,amenity_score,price_lakh
HSR Layout,1476,4,3,3,23,22.16,9.22,2,97.4,359.05
Hebbal,3204,6,5,1,25,21.68,,0,70.1,648.43
Jayanagar,573,2,1,3,17,18.02,,0,35.5,304.54
Hebbal,1822,3,2,2,26,20.03,0.79,0,93.3,507.7
HSR Layout,576,1,2,1,26,10.94,13.73,1,35.3,411.69
Yelahanka,837,3,4,2,30,15.35,,2,97.7,207.7
Whitefield,639,2,3,1,4,15.04,0.38,1,76.2,307.24
JP Nagar,745,2,2,0,14,7.91,2.22,2,36.2,341.53
HSR Layout,1806,4,4,0,29,27.39,5.57,0,48.2,432.99
Sarjapur Road,1283,2,3,2,20,9.7,4.98,1,37.1,471.44
Hebbal,487,1,2,3,22,29.19,12.4,1,54.4,233.87
Whitefield,516,1,2,2,30,0.68,14.04,0,72.0,342.58
Marathahalli,2901,5,6,1,33,28.92,9.34,1,69.5,416.85
Koramangala,450,1,1,2,4,27.64,14.02,2,58.3,158.77
Electronic City,3140,5,5,0,12,19.47,1.96,0,72.1,399.05
Indiranagar,718,2,2,3,15,7.15,1.03,1,41.3,353.54
Electronic City,1240,1,1,1,19,22.93,3.42,1,51.4,126.33
JP Nagar,1386,2,1,0,33,13.22,14.38,1,36.1,316.03
HSR Layout,878,2,1,3,31,1.58,1.65,3,84.2,277.61
JP Nagar,1733,5,4,3,19,2.55,,1,64.3,438.65
Sarjapur Road,1025,2,1,1,1,12.53,9.73,0,96.0,389.63
Hebbal,679,1,2,0,10,8.56,4.93,2,91.8,377.72
Hebbal,716,1,2,2,9,24.49,10.72,1,41.2,252.35
JP Nagar,971,1,1,0,18,20.74,10.37,1,81.5,284.73
Electronic City,3376,6,6,3,4,29.09,11.43,2,38.4,443.64
Indiranagar,1214,2,2,3,26,8.0,6.71,1,99.9,431.34
Indiranagar,806,1,2,3,0,23.57,10.16,4,46.7,397.66
Hebbal,540,1,2,3,6,2.75,11.7,1,58.1,259.33
Koramangala,1168,1,2,3,2,24.92,7.78,2,61.4,379.26
Hebbal,844,1,1,0,17,6.59,5.6,1,69.4,290.39
HSR Layout,450,1,1,3,19,25.6,,1,64.9,122.07
Bellandur,1678,3,4,2,29,12.77,9.28,1,94.8,421.34
Koramangala,1988,5,4,3,22,29.25,14.96,3,93.5,577.6
HSR Layout,1697,4,5,3,18,29.17,10.21,1,42.6,481.48
Jayanagar,3949,5,4,1,18,29.11,3.46,1,50.4,636.63
Hebbal,1568,2,3,1,16,4.28,13.44,1,38.5,302.97
HSR Layout,985,3,3,2,21,15.03,6.62,2,36.5,431.97
Hebbal,1724,3,4,1,34,20.13,0.98,0,70.1,397.09
Sarjapur Road,2064,4,5,1,28,11.51,7.75,1,35.2,548.51
Jayanagar,1136,1,1,3,4,27.61,13.74,0,91.1,377.41
Koramangala,1434,2,2,3,9,21.08,2.78,1,35.7,415.03
Yelahanka,1119,3,4,2,9,7.16,10.48,1,40.2,302.87
HSR Layout,2951,3,3,0,24,18.43,,2,83.4,485.51
Hebbal,2768,5,4,3,28,4.16,10.69,2,78.2,574.33
Whitefield,1040,2,1,0,11,27.18,2.58,1,35.5,380.11
Whitefield,725,1,1,2,7,20.15,4.75,4,89.6,314.32
Hebbal,1134,2,3,1,9,16.83,9.29,0,60.6,313.41
JP Nagar,450,1,1,1,27,2.94,5.9,3,74.7,310.41
Sarjapur Road,1995,3,4,1,28,17.83,,0,51.2,628.67
JP Nagar,2151,4,3,3,27,27.8,9.4,2,39.3,362.6
Sarjapur Road,619,1,2,2,23,1.11,1.13,0,68.2,313.76
Whitefield,2096,4,4,3,23,22.14,3.61,2,91.0,423.17
Marathahalli,1045,1,1,3,32,20.0,14.61,0,86.7,271.04
Yelahanka,4111,6,5,3,8,10.91,1.4,2,64.9,523.85
Electronic City,5580,6,5,0,22,25.94,11.65,2,60.4,507.77
JP Nagar,1044,2,1,1,32,18.08,9.58,1,97.1,524.11
HSR Layout,450,1,2,2,29,16.89,6.54,1,78.5,331.88
Electronic City,2770,5,6,3,24,22.88,5.98,2,91.4,477.55
Indiranagar,3823,6,6,1,33,8.55,0.23,0,54.7,788.08
HSR Layout,2004,4,4,2,10,4.78,7.29,0,84.3,657.07
HSR Layout,1233,3,4,2,11,28.76,,1,40.8,400.95
HSR Layout,2503,5,5,1,10,12.68,8.41,2,58.1,429.99
Yelahanka,576,1,1,3,25,20.47,8.47,1,81.1,184.17
Marathahalli,2461,4,3,3,4,17.66,5.85,2,64.1,472.57
Electronic City,759,1,1,1,20,15.78,7.15,2,53.5,181.94
Hebbal,1062,1,2,1,8,29.99,4.1,0,78.9,275.14
Marathahalli,2796,6,6,0,34,26.2,12.93,2,73.8,435.32
HSR Layout,2738,5,6,1,7,3.57,7.29,2,98.3,613.35
Marathahalli,1091,2,1,1,11,22.34,12.04,0,39.4,386.77
Jayanagar,793,2,2,3,5,1.35,4.64,2,85.8,277.38
Marathahalli,1315,3,4,3,5,24.83,8.83,2,59.2,308.06
JP Nagar,674,1,1,2,13,8.41,1.79,1,78.5,342.13
Whitefield,2640,5,5,1,23,13.54,11.87,1,98.7,518.65
Bellandur,776,1,1,3,33,2.73,12.63,1,97.8,288.16
Jayanagar,623,1,1,3,11,22.24,,0,49.6,362.56
Indiranagar,2122,4,4,1,21,27.72,8.38,0,52.5,528.74
Yelahanka,1514,2,3,2,15,16.3,5.25,0,99.4,365.9
Marathahalli,810,2,2,2,24,15.7,4.25,0,45.3,350.7
Koramangala,846,2,3,3,1,20.19,14.08,1,86.0,324.37
Jayanagar,1043,2,2,0,27,16.08,5.0,4,63.8,314.03
Bellandur,667,2,1,3,12,21.51,0.82,1,96.8,272.08
Marathahalli,1345,2,3,0,12,28.84,7.69,1,98.4,432.99
Jayanagar,1053,3,3,1,11,24.39,,2,46.7,465.83
Yelahanka,450,2,3,3,22,24.55,9.07,1,49.8,231.15
Koramangala,916,3,2,0,15,16.91,4.45,2,61.5,480.79
HSR Layout,3035,6,7,1,17,18.77,3.92,3,51.1,487.89
Bellandur,656,1,1,2,25,26.69,12.34,1,69.7,223.25
Sarjapur Road,817,2,1,3,34,6.15,3.97,1,70.0,361.2
Indiranagar,925,2,3,2,30,19.32,,1,38.1,344.64
Jayanagar,1119,2,1,0,30,19.22,0.22,2,41.1,308.66
JP Nagar,489,1,2,3,5,24.45,9.56,0,35.6,299.14
Electronic City,720,3,4,3,21,29.35,8.16,2,40.5,270.87
Electronic City,1059,3,4,1,30,15.62,3.04,1,77.5,390.04
Indiranagar,1796,2,2,0,6,23.41,0.52,1,100.0,500.69
Electronic City,1665,1,2,2,10,7.69,7.26,0,82.6,292.61
Sarjapur Road,1406,1,2,1,9,10.07,6.75,1,62.9,266.22
Whitefield,1411,3,2,2,23,26.07,8.62,0,80.0,294.1
Indiranagar,638,1,1,3,11,15.83,10.36,3,92.0,392.52
Bellandur,450,1,2,2,21,28.29,10.18,1,50.8,232.32
HSR Layout,479,1,2,3,4,14.71,7.37,3,45.7,276.66
Marathahalli,1511,3,2,2,1,6.86,8.36,0,67.6,351.12
Marathahalli,1633,3,4,2,0,21.1,0.72,3,72.9,347.81
Bellandur,635,1,1,1,31,18.65,11.57,0,36.9,309.94
Yelahanka,3560,6,7,2,2,1.31,3.57,0,81.2,461.95
Yelahanka,3482,6,6,3,3,11.8,7.94,0,93.3,433.09
Jayanagar,684,2,1,1,20,26.67,8.92,2,72.0,339.34
JP Nagar,1274,3,2,3,25,9.44,6.65,4,77.6,493.03
Indiranagar,2415,4,3,3,31,13.84,9.82,1,57.7,619.06
JP Nagar,3163,4,3,2,17,5.04,9.28,2,89.5,478.44
Bellandur,1391,3,3,3,31,20.41,5.75,1,47.3,278.76
Yelahanka,876,2,3,0,31,27.98,0.75,0,78.9,189.31
JP Nagar,1754,2,3,0,21,2.59,,0,84.7,559.39
Hebbal,1672,3,3,1,4,22.82,11.08,0,47.0,431.44
Yelahanka,3679,6,5,0,0,29.53,7.28,1,39.7,449.7
JP Nagar,1979,3,2,3,21,17.44,7.68,0,48.9,347.24
Electronic City,1660,4,3,3,21,25.05,5.47,4,65.9,430.4
Sarjapur Road,1172,2,2,1,34,27.64,0.56,2,56.7,363.56
Electronic City,1702,2,3,2,5,18.38,,2,42.3,354.08
Sarjapur Road,450,1,1,1,5,16.12,3.14,1,50.7,180.64
Sarjapur Road,1426,3,2,3,32,2.62,13.91,0,72.7,360.85
Electronic City,1826,3,4,1,31,14.65,14.07,1,77.8,401.39
Jayanagar,450,1,1,0,17,3.43,12.24,2,96.8,338.08
Jayanagar,606,1,1,1,3,5.6,13.53,2,48.9,269.37
Marathahalli,450,1,1,3,20,12.67,1.3,2,52.6,282.09
Marathahalli,1699,2,3,2,20,18.24,11.09,2,69.3,452.93
Koramangala,2045,1,2,0,28,25.08,8.54,1,97.9,516.2
Marathahalli,476,3,4,3,9,25.16,6.11,2,49.4,353.52
Whitefield,985,2,1,0,16,16.1,1.6,2,63.3,443.61
HSR Layout,626,1,1,2,1,28.19,6.13,2,78.2,341.28
JP Nagar,1717,2,1,1,34,0.8,14.72,0,54.9,339.83
Electronic City,640,1,2,0,23,29.79,14.3,2,66.6,283.86
Koramangala,672,2,2,1,8,28.92,9.6,1,76.7,321.14
Whitefield,1573,3,3,0,8,12.04,,4,40.9,296.77
Jayanagar,5443,6,6,2,7,14.07,12.56,0,43.7,740.62
Jayanagar,707,3,3,1,12,26.28,6.98,2,84.9,308.33
Hebbal,772,1,1,0,11,10.2,12.93,2,90.6,220.72
Koramangala,987,1,1,3,21,4.09,10.98,1,89.7,364.96
Marathahalli,1756,3,3,0,2,3.82,14.47,0,89.2,436.11
Koramangala,1355,2,2,3,10,7.09,7.54,2,83.8,646.36
Indiranagar,789,1,1,1,1,13.39,6.18,2,71.7,410.0
Indiranagar,891,3,3,3,9,9.38,13.65,1,47.9,426.29
HSR Layout,838,2,3,1,6,23.95,5.5,2,55.6,393.45
HSR Layout,587,2,1,2,22,1.52,8.64,0,94.6,392.61
Indiranagar,2296,4,3,0,27,4.19,4.67,1,37.1,524.98
HSR Layout,943,4,3,2,20,29.7,,1,68.7,519.76
Whitefield,1677,2,2,0,27,7.08,13.12,2,49.3,386.76
Marathahalli,802,2,3,2,27,18.85,7.82,2,37.0,336.11
JP Nagar,1286,3,3,1,6,28.26,9.73,2,60.2,421.41
Hebbal,2406,4,4,0,20,1.0,2.19,0,38.7,430.66
Hebbal,3144,4,4,1,28,11.54,8.58,0,51.6,512.27
HSR Layout,2249,3,2,1,20,24.94,1.63,1,88.8,448.3
JP Nagar,667,1,2,2,8,27.02,12.81,1,54.4,246.57
Yelahanka,463,1,1,1,5,13.27,7.85,0,84.5,190.52
Marathahalli,1179,1,1,1,34,16.7,12.16,1,85.0,250.0
Marathahalli,1661,4,5,0,2,15.08,4.71,0,96.2,377.88
Yelahanka,3655,6,5,3,0,29.57,5.2,3,56.3,436.39
HSR Layout,1137,1,2,3,8,14.03,13.69,2,86.2,370.61
Electronic City,2017,2,1,2,30,9.31,7.69,1,80.2,370.51
JP Nagar,1444,5,5,2,26,12.36,11.25,1,39.4,374.78
Sarjapur Road,544,1,2,0,34,25.7,2.5,4,37.4,78.18
HSR Layout,1828,4,3,1,22,3.89,10.46,1,42.1,440.78
JP Nagar,1104,4,5,2,18,26.81,,1,74.4,449.19
HSR Layout,2110,2,1,2,0,5.02,,1,86.7,526.76
Indiranagar,493,1,1,2,1,29.4,11.36,0,42.0,409.48
Jayanagar,2046,3,4,0,19,9.39,7.31,1,45.1,405.48
Hebbal,1110,2,2,1,22,23.57,0.55,3,85.8,342.64
Marathahalli,862,2,2,3,19,20.73,8.74,2,48.5,331.65
Electronic City,3341,6,6,3,25,4.6,10.04,1,81.0,634.43
Whitefield,2051,6,6,3,20,28.26,11.4,0,83.2,433.92
Jayanagar,2025,4,5,2,9,22.17,4.64,0,60.2,584.48
Bellandur,1099,2,1,2,32,1.03,1.91,0,46.5,360.74
Jayanagar,564,1,1,3,15,27.54,13.71,4,83.2,347.24
Bellandur,521,3,2,3,10,24.61,8.41,1,67.8,284.19
Electronic City,970,2,1,1,31,18.84,3.07,2,75.8,245.89
Whitefield,486,1,2,1,10,8.07,10.28,0,59.3,345.86
Electronic City,882,1,2,1,15,16.64,,2,56.9,266.54
Koramangala,1166,3,4,0,27,15.25,12.55,0,97.1,393.1
Sarjapur Road,956,1,2,3,18,21.35,2.47,0,70.4,290.16
Whitefield,1365,4,3,1,20,18.01,14.85,0,67.9,457.81
Hebbal,450,1,1,2,19,11.38,4.17,0,96.3,238.4
Yelahanka,2008,3,3,2,5,27.27,,2,59.2,401.62
Hebbal,1110,2,3,0,18,28.83,7.29,3,70.6,293.36
HSR Layout,1741,2,3,0,14,22.24,8.83,3,41.4,525.36
Marathahalli,944,3,3,3,13,25.66,1.41,2,73.5,217.8
Electronic City,1094,2,2,3,32,7.52,6.52,1,93.1,370.62
Bellandur,583,2,1,2,25,1.6,13.73,0,91.4,240.49
Electronic City,1403,3,3,0,15,28.75,14.45,2,64.9,287.04
Marathahalli,754,1,1,2,11,2.83,6.18,0,36.3,319.15
Marathahalli,1414,4,3,1,19,15.76,10.78,2,91.6,337.78
Bellandur,2100,3,4,2,13,18.21,12.9,0,75.8,436.07
Yelahanka,1334,3,2,2,24,11.66,10.08,4,55.7,223.3
HSR Layout,4296,6,7,1,17,28.5,6.17,1,39.6,738.96
Sarjapur Road,1578,3,2,1,17,28.67,6.75,2,36.9,444.7
Jayanagar,1161,2,2,0,27,5.14,,0,93.3,404.04
HSR Layout,1368,1,1,1,3,15.66,10.34,4,35.6,454.4
Sarjapur Road,1344,3,4,1,27,14.37,9.43,1,36.4,388.09
Indiranagar,1817,2,2,1,28,16.59,2.12,1,47.5,575.96
HSR Layout,820,1,1,2,9,26.67,9.12,1,60.3,377.95
Sarjapur Road,1505,3,2,0,10,22.24,,1,72.3,313.7
Marathahalli,657,1,1,2,23,20.72,13.59,2,91.0,246.05
Sarjapur Road,1319,4,4,2,29,1.31,11.96,0,88.1,327.38
Electronic City,1844,2,2,1,17,3.13,6.19,0,56.2,368.38
Hebbal,2127,4,4,0,2,2.57,5.26,1,66.1,565.64
Electronic City,945,1,1,0,12,2.68,13.66,2,84.9,283.87
Indiranagar,2631,5,4,3,2,9.49,7.67,1,65.6,639.51
Hebbal,1044,3,3,1,23,14.28,5.88,0,85.3,411.6
HSR Layout,551,2,3,2,3,23.29,12.76,0,62.0,359.31
Electronic City,1296,2,1,0,2,3.55,14.06,0,53.8,295.16
Jayanagar,1932,3,3,1,13,11.9,,1,99.7,499.08
Sarjapur Road,762,1,1,2,32,28.47,,3,89.4,229.95
Marathahalli,494,2,3,1,24,5.56,11.6,2,65.8,227.79
Electronic City,1201,2,1,0,23,1.42,4.74,1,99.0,239.15
JP Nagar,1122,2,3,1,22,25.8,11.81,2,71.6,233.66
Bellandur,719,2,3,3,33,19.09,13.69,1,76.3,358.64
Whitefield,2855,6,7,3,27,29.6,13.21,0,52.7,657.93
Yelahanka,2041,2,2,2,21,1.34,8.96,0,72.5,456.51
Jayanagar,2309,3,2,0,15,13.41,6.46,0,51.5,449.93
Bellandur,519,1,1,3,12,2.35,14.5,0,76.9,361.11
Hebbal,998,1,1,3,20,25.46,8.58,2,68.8,372.01
HSR Layout,877,1,1,2,27,22.31,10.63,2,56.4,333.75
Koramangala,940,1,2,3,12,7.95,10.89,1,55.8,384.74
Electronic City,2332,4,4,2,30,18.5,8.55,0,67.5,263.89
Koramangala,830,1,2,0,10,21.15,4.87,1,71.6,438.65
Indiranagar,791,1,2,0,27,15.16,4.41,3,70.1,500.47
Sarjapur Road,2347,4,3,3,32,12.2,5.74,2,35.8,450.17
Jayanagar,3863,6,6,0,28,13.9,1.05,1,87.3,633.1
Bellandur,2800,4,3,3,18,15.9,14.21,0,70.8,596.27
Koramangala,668,2,1,2,22,18.08,6.38,1,48.3,248.86
Koramangala,450,1,1,2,29,15.31,11.9,0,93.9,202.64
Indiranagar,726,1,1,3,28,18.38,14.31,0,60.5,246.91
Marathahalli,1103,2,1,2,33,19.17,4.87,0,36.4,290.13
Koramangala,1480,2,3,0,33,8.59,7.94,4,42.1,602.1
HSR Layout,864,1,1,3,3,2.04,8.93,1,83.8,301.3
HSR Layout,2527,4,3,3,25,18.29,4.52,0,35.5,488.83
HSR Layout,1745,2,3,2,16,29.72,4.57,0,78.6,451.3
Jayanagar,1210,2,2,3,33,24.29,12.28,0,84.9,398.42
Marathahalli,479,1,1,0,17,4.05,7.38,3,61.6,269.75
Whitefield,2549,3,4,0,20,22.2,,4,71.8,598.61
Hebbal,1166,2,2,0,6,9.01,2.1,0,81.3,497.27
Whitefield,450,1,1,0,27,1.19,8.93,0,38.3,231.84
HSR Layout,2665,4,4,0,28,13.06,5.28,3,95.9,596.37
Koramangala,4113,5,5,0,19,16.95,12.61,2,39.9,718.24
Electronic City,1037,1,2,2,12,5.12,3.83,0,52.9,314.26
Sarjapur Road,618,1,1,2,10,20.19,8.05,2,47.5,202.02
Whitefield,2475,6,5,3,32,25.28,5.98,0,70.3,525.04
Koramangala,3042,4,5,3,5,3.91,4.51,1,62.3,727.9
Jayanagar,1902,3,4,1,22,29.92,6.17,2,79.3,453.91
Hebbal,450,1,1,0,10,14.07,10.12,2,61.0,294.28
JP Nagar,791,3,3,0,21,11.13,5.35,0,93.1,360.58
Hebbal,666,3,2,3,15,2.76,10.03,2,49.0,409.47
Koramangala,1733,3,2,0,14,18.52,6.62,4,93.0,467.4
Jayanagar,3124,6,5,1,2,15.9,4.67,1,65.0,513.24
Whitefield,1209,2,1,3,17,28.91,2.23,1,47.1,363.34
Yelahanka,1085,2,3,1,32,12.9,0.79,1,50.3,273.07
Jayanagar,459,1,1,2,32,4.57,11.78,1,81.4,276.6
Electronic City,505,1,1,2,18,26.58,,1,80.6,35.81
Bellandur,1203,2,1,2,24,10.8,14.75,0,59.8,381.52
Sarjapur Road,3045,5,6,1,26,21.34,,1,57.1,492.44
Hebbal,871,1,1,0,2,18.63,4.63,1,79.8,319.83
Hebbal,823,1,1,3,30,24.86,12.68,0,74.4,446.06
HSR Layout,590,2,3,2,30,2.44,11.98,1,51.7,314.19
Yelahanka,525,2,2,0,20,23.12,12.48,0,55.4,134.85
Yelahanka,2233,6,7,0,1,11.9,12.9,0,85.8,412.1
Jayanagar,1018,2,3,3,26,28.35,14.78,1,47.6,366.57
Indiranagar,2046,3,3,3,20,1.18,1.46,2,43.5,495.07
Koramangala,450,1,2,0,11,3.21,3.64,0,97.5,333.76
Electronic City,950,1,2,1,22,19.25,2.71,0,50.3,310.68
Hebbal,3190,6,5,1,12,5.1,12.86,1,75.1,614.65
Sarjapur Road,564,1,2,2,12,18.25,2.68,1,61.1,292.8
Yelahanka,616,1,2,3,7,9.78,2.76,0,55.5,193.99
Whitefield,1105,2,3,0,34,29.23,6.81,1,42.2,336.98
JP Nagar,1193,1,1,0,4,6.08,,0,44.2,388.23
Bellandur,1447,4,5,0,26,14.9,7.75,1,51.9,420.61
Hebbal,1111,1,1,1,0,15.74,11.99,1,97.4,476.32
Bellandur,1246,3,3,3,16,17.03,4.07,1,65.5,468.79
Marathahalli,1206,4,5,1,19,10.36,10.34,0,64.7,330.04
HSR Layout,661,1,1,3,2,13.49,6.76,2,89.0,327.91
Hebbal,898,1,1,0,7,16.7,,3,91.2,293.47
Jayanagar,502,1,1,1,10,14.96,1.92,1,81.1,288.92
Koramangala,1355,2,3,2,15,3.65,5.02,1,50.0,482.18
Indiranagar,675,2,1,2,21,20.33,1.76,2,77.6,381.67
HSR Layout,1704,3,4,2,13,0.99,14.82,1,43.1,322.31
Bellandur,1686,2,3,1,9,18.2,6.19,3,47.8,440.15
Jayanagar,450,2,1,1,27,2.2,6.26,3,53.6,352.51
Whitefield,2064,3,3,0,12,17.28,7.01,1,90.9,509.03
Indiranagar,1867,3,3,0,22,18.66,0.32,1,75.1,660.21
Whitefield,1287,3,4,1,34,13.32,,1,87.3,311.61
Marathahalli,450,2,2,3,6,21.58,4.7,2,99.1,131.59
Bellandur,450,1,2,3,28,3.38,,2,94.4,290.43
JP Nagar,2012,4,4,1,10,15.14,11.84,0,56.9,535.97
Electronic City,859,1,1,1,4,16.91,12.72,0,37.2,240.56
Indiranagar,1450,3,2,2,4,13.7,12.69,0,58.5,489.99
Bellandur,450,1,1,2,10,6.82,12.42,0,76.6,197.46
Jayanagar,1637,3,4,2,34,8.62,2.94,2,64.4,571.2
Sarjapur Road,743,2,2,2,27,27.48,1.79,3,62.4,142.4
Sarjapur Road,729,2,3,2,34,26.25,5.48,0,43.1,223.75
Marathahalli,2262,3,2,1,3,27.72,,1,60.3,426.34
Koramangala,948,1,2,1,0,9.72,6.91,4,84.8,316.9
Electronic City,1511,2,3,0,7,10.85,5.86,1,80.2,370.96
Koramangala,688,1,2,0,23,5.91,1.82,2,37.2,409.69
Electronic City,4251,6,6,2,14,6.03,9.9,3,46.3,645.29
JP Nagar,708,1,1,2,6,21.62,6.22,1,55.8,270.5
Hebbal,2005,3,4,1,14,25.6,2.89,2,56.1,548.67
Marathahalli,851,2,1,2,22,4.53,4.74,0,45.4,376.57
HSR Layout,1321,2,1,0,8,18.07,10.79,0,64.1,379.05
Bellandur,1053,1,2,1,4,13.74,9.28,3,46.1,294.84
JP Nagar,1014,2,2,1,30,23.68,13.05,2,63.9,369.16
Yelahanka,980,2,1,2,2,21.86,9.2,1,37.9,230.11
Yelahanka,665,2,1,3,29,14.43,7.88,1,81.5,220.17
Electronic City,1544,3,4,0,26,19.33,,1,38.7,297.05
JP Nagar,1387,5,6,2,0,19.16,12.09,4,97.2,536.43
Koramangala,1151,2,1,3,3,1.2,12.42,0,92.1,601.35
Yelahanka,2825,3,4,3,11,18.35,0.66,0,39.9,440.89
Whitefield,2057,3,2,0,4,22.2,0.46,1,99.8,535.55
Whitefield,760,2,3,2,22,1.69,8.48,1,55.5,408.87
Marathahalli,1301,2,3,3,2,21.93,5.48,1,77.7,339.18
HSR Layout,2376,4,3,0,8,16.5,9.21,1,70.8,510.2
Jayanagar,1104,1,1,1,33,9.22,8.84,0,49.0,441.23
Koramangala,1212,2,3,2,19,7.13,1.13,0,48.7,438.52
Whitefield,924,2,2,1,31,14.69,1.7,1,77.4,294.95
JP Nagar,880,3,4,0,4,26.31,1.36,2,61.8,291.37
HSR Layout,2110,3,4,1,23,12.6,4.96,0,94.7,553.38
HSR Layout,1384,4,5,3,26,7.76,2.39,0,68.8,475.21
JP Nagar,1810,3,4,1,5,14.35,,2,46.4,506.9
Jayanagar,1332,2,2,1,32,3.8,0.54,1,99.4,504.32
Bellandur,887,2,3,2,17,26.02,,1,95.5,453.62
Whitefield,603,1,1,3,31,3.67,1.03,3,40.8,221.33
Bellandur,959,1,2,2,10,3.92,2.25,1,57.7,437.38
JP Nagar,1724,2,3,2,27,21.28,7.57,2,59.2,401.91
Jayanagar,1596,2,2,3,11,22.44,,1,93.7,404.08
Hebbal,450,1,1,0,7,5.76,13.33,3,69.8,254.28
Yelahanka,3877,6,6,1,11,19.73,8.7,0,57.2,436.58
Yelahanka,792,2,3,1,32,22.84,2.5,0,99.6,169.78
Indiranagar,1131,1,1,3,30,27.66,7.13,1,50.4,229.29
JP Nagar,1377,1,1,1,7,1.12,8.38,4,85.2,371.09
Hebbal,3547,6,6,2,12,22.26,9.55,0,95.8,682.63
Bellandur,696,2,1,1,6,11.94,5.95,1,78.9,305.92
Bellandur,707,1,2,0,6,29.82,7.45,2,46.6,432.42
Marathahalli,632,1,1,3,7,6.51,0.94,0,90.9,197.96
Yelahanka,1388,1,2,3,8,12.32,5.2,3,86.8,347.42
Koramangala,1727,2,2,0,4,17.39,9.8,2,49.4,569.78
Bellandur,1342,2,3,3,6,9.2,,1,49.7,386.75
Whitefield,3989,6,5,2,7,11.83,,0,76.9,627.71
Bellandur,963,2,2,1,17,28.41,5.63,1,37.7,222.03
Yelahanka,1378,3,2,0,5,13.21,5.22,1,40.8,303.55
Hebbal,450,1,1,1,30,22.05,3.78,1,45.5,355.06
Marathahalli,450,2,3,2,32,21.22,3.38,0,63.2,192.7
Whitefield,1684,3,4,2,15,21.11,,1,96.1,507.6
Bellandur,1687,3,3,1,1,7.33,3.54,0,39.4,479.03
Marathahalli,566,1,1,0,30,12.15,,1,43.8,245.03
Jayanagar,1151,1,1,1,27,16.57,6.26,1,37.4,269.01
Sarjapur Road,1776,3,4,1,3,11.15,,4,54.7,394.1
Hebbal,981,2,1,1,15,28.66,4.18,1,53.3,320.74
Whitefield,704,1,1,0,25,10.41,0.52,3,99.3,266.97
Electronic City,1144,1,2,3,0,6.77,1.77,2,79.5,280.56
HSR Layout,4386,6,6,2,19,9.76,12.83,2,89.4,688.96
Electronic City,2031,3,2,1,8,1.98,9.02,1,38.7,474.27
Indiranagar,902,2,2,0,25,11.79,6.08,2,58.2,310.28
Electronic City,2147,2,3,3,13,9.26,8.09,2,44.0,318.77
Yelahanka,1431,2,1,1,1,18.08,2.81,4,67.9,278.59
Jayanagar,1261,2,1,2,16,29.47,5.79,2,55.7,274.67
Electronic City,1494,3,4,3,33,18.39,12.83,0,80.8,322.77
Bellandur,1499,5,4,2,25,15.21,4.3,0,68.1,386.69
Hebbal,511,1,1,2,15,28.65,14.5,2,64.1,167.28
JP Nagar,1421,3,2,0,3,22.01,4.1,3,57.3,346.59
JP Nagar,957,3,2,2,17,27.9,2.71,1,99.5,196.46
Jayanagar,1163,1,1,1,6,28.55,12.12,0,44.7,347.33
Jayanagar,655,1,1,1,5,1.66,8.98,2,82.0,248.13
Sarjapur Road,1546,3,2,2,22,9.82,10.23,2,68.1,497.37
Whitefield,1367,1,2,2,34,16.22,0.65,1,91.3,344.92
JP Nagar,1178,2,2,2,12,11.74,2.15,0,79.0,378.75
Sarjapur Road,1427,2,2,2,16,25.54,4.76,2,41.6,408.66
Hebbal,1512,1,1,0,23,3.42,5.79,4,56.0,307.24
Indiranagar,2186,5,5,2,29,13.47,,0,85.1,564.05
Whitefield,470,1,2,0,16,17.4,11.53,2,36.7,327.21
HSR Layout,3570,6,5,2,9,1.74,10.13,3,88.4,700.26
HSR Layout,1253,3,4,3,3,29.6,2.79,0,66.6,420.16
Bellandur,936,1,1,0,11,3.2,8.62,4,70.8,310.13
JP Nagar,2145,5,6,1,14,5.88,10.48,4,49.7,377.83
Marathahalli,1154,2,2,0,24,17.21,5.4,0,49.7,343.53
Jayanagar,3533,6,6,1,8,19.18,14.21,0,86.0,727.91
Yelahanka,1373,1,2,0,11,12.12,11.57,1,92.7,269.28
Hebbal,2267,5,4,2,11,13.52,1.74,4,64.0,435.5
JP Nagar,1231,1,2,3,9,12.31,13.72,4,41.0,304.95
JP Nagar,966,2,3,1,29,11.24,2.84,1,90.6,308.33
Yelahanka,1887,3,3,1,26,9.18,13.69,1,82.2,332.49
Koramangala,3184,6,7,2,9,22.42,6.47,2,65.1,739.85
Marathahalli,2648,4,4,0,28,17.13,4.76,1,92.7,589.26
Indiranagar,1839,4,3,1,10,20.47,11.93,1,79.3,528.42
JP Nagar,2084,3,2,0,4,24.15,5.86,0,83.4,488.64
Koramangala,2342,6,6,2,0,27.94,10.06,0,89.9,602.02
Sarjapur Road,2351,4,4,1,24,26.42,14.13,1,56.3,506.2
Electronic City,2498,6,5,2,8,29.58,,0,95.6,361.92
Jayanagar,450,3,2,1,12,18.44,5.04,0,56.1,365.66
Whitefield,771,1,1,2,8,5.77,5.8,0,70.6,246.53
HSR Layout,2002,4,3,0,29,12.77,2.54,2,64.3,346.26
Electronic City,1932,3,3,2,19,5.26,8.08,3,83.4,385.95
